Id,Date,Time,Country,League,HomeTeam,AwayTeam,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Time_Str
rm8WkdiI,03/05/2025,10:00,BOTSWANA,BOTSWANA: PREMIER LEAGUE,Gaborone Utd,Nico United,,,,,,,,03/05/2025 10:00
GELwlzMU,03/05/2025,10:00,BOTSWANA,BOTSWANA: PREMIER LEAGUE,Jwaneng Galaxy,Matebele,,,,,,,,03/05/2025 10:00
IuN6e0Nt,03/05/2025,10:00,BOTSWANA,BOTSWANA: PREMIER LEAGUE,Orapa United,Tafic FC,,,,,,,,03/05/2025 10:00
MXJNiIM5,03/05/2025,10:00,BOTSWANA,BOTSWANA: PREMIER LEAGUE,Township Rollers,Chadibe,,,,,,,,03/05/2025 10:00
ULyfjQ2b,03/05/2025,10:00,BOTSWANA,BOTSWANA: PREMIER LEAGUE,VTM FC,Extension Gunners,,,,,,,,03/05/2025 10:00
Kbfw0MVa,03/05/2025,18:30,BRAZIL,BRAZIL 1,Ceara,Vitoria,1.91,3.2,4.5,2.35,1.57,2.05,1.7,03/05/2025 18:30
xGxmk5Hs,03/05/2025,18:30,BRAZIL,BRAZIL 1,Corinthians,Internacional,2.4,3.1,3.2,2.35,1.57,2.0,1.75,03/05/2025 18:30
j7ITqAu2,03/05/2025,18:30,BRAZIL,BRAZIL 1,Fluminense,Sport Recife,1.65,3.75,5.5,2.25,1.62,2.2,1.62,03/05/2025 18:30
OW0U1r1m,03/05/2025,21:00,BRAZIL,BRAZIL 1,Bahia,Botafogo RJ,2.25,3.4,3.2,2.2,1.65,1.91,1.91,03/05/2025 21:00
ENS8PrnI,03/05/2025,16:00,BRAZIL,BRAZIL 2,Remo,Amazonas,1.75,3.3,4.75,2.4,1.53,2.25,1.57,03/05/2025 16:00
bFSMWago,03/05/2025,20:30,BRAZIL,BRAZIL 2,Volta Redonda,Paysandu PA,2.1,3.1,3.5,2.4,1.53,2.1,1.67,03/05/2025 20:30
pObavFEd,03/05/2025,16:00,BRAZIL,BRAZIL: TOCANTINENSE U20,Alvorada U20,Uniao de Palmas U20,,,,,,,,03/05/2025 16:00
AsS3kuNc,03/05/2025,16:00,BRAZIL,BRAZIL: TOCANTINENSE U20,Batalhao U20,Capital FC U20,,,,,,,,03/05/2025 16:00
I7VBmJiA,03/05/2025,16:00,BRAZIL,BRAZIL: TOCANTINENSE U20,Guarai SC U20,SD Sparta U20,,,,,,,,03/05/2025 16:00
xIoo2I63,03/05/2025,16:00,BRAZIL,BRAZIL: TOCANTINENSE U20,Gurupi U20,Palmas U20,,,,,,,,03/05/2025 16:00
ld5jtypp,03/05/2025,16:00,BRAZIL,BRAZIL: TOCANTINENSE U20,Interporto U20,Central Tocantinense U20,,,,,,,,03/05/2025 16:00
vNJKocMM,03/05/2025,16:00,BRAZIL,BRAZIL: TOCANTINENSE U20,Tocantins EC U20,Araguaina U20,,,,,,,,03/05/2025 16:00
YuuUT5X8,03/05/2025,18:00,BRAZIL,BRAZIL: BRASILEIRO WOMEN,Palmeiras W,Sao Paulo W,2.05,3.5,3.25,1.72,2.0,1.62,2.15,03/05/2025 18:00
tpoNvspK,03/05/2025,13:30,BULGARIA,BULGARIA: PARVA LIGA - CHAMPIONSHIP GROUP,Ludogorets,Levski Sofia,1.85,3.2,4.5,2.2,1.65,2.0,1.73,03/05/2025 13:30
pfTSwQjJ,03/05/2025,11:00,BULGARIA,BULGARIA: PARVA LIGA - CONFERENCE LEAGUE GROUP,Beroe,CSKA Sofia,4.33,3.9,1.73,2.2,1.65,2.1,1.67,03/05/2025 11:00
tjdtu7dT,03/05/2025,10:00,BURUNDI,BURUNDI: PRIMUS LEAGUE,Aigle Noir,Rukinzo,,,,,,,,03/05/2025 10:00
nTI7eStA,03/05/2025,10:00,BURUNDI,BURUNDI: PRIMUS LEAGUE,Amasipiri,Musongati,,,,,,,,03/05/2025 10:00
QNXCZpKj,03/05/2025,10:00,BURUNDI,BURUNDI: PRIMUS LEAGUE,Bumamuru,Le Messager Ngozi,,,,,,,,03/05/2025 10:00
tAvPpBSi,03/05/2025,10:00,BURUNDI,BURUNDI: PRIMUS LEAGUE,Deira,Flambeau du Centre,,,,,,,,03/05/2025 10:00
hUPbclCc,03/05/2025,10:00,BURUNDI,BURUNDI: PRIMUS LEAGUE,Kayanza,Dynamik,,,,,,,,03/05/2025 10:00
IFuuwKQr,03/05/2025,10:00,BURUNDI,BURUNDI: PRIMUS LEAGUE,Ngozi City,Inter Star,,,,,,,,03/05/2025 10:00
YPhYtTRG,03/05/2025,10:00,BURUNDI,BURUNDI: PRIMUS LEAGUE,Olympic S.,Moso Sugar,,,,,,,,03/05/2025 10:00
ENxXrkc4,03/05/2025,10:00,BURUNDI,BURUNDI: PRIMUS LEAGUE,Vital'O,Royal Vision,,,,,,,,03/05/2025 10:00
S4DqcDqh,03/05/2025,08:00,CAMBODIA,CAMBODIA: CPL - CHAMPIONSHIP GROUP,Angkor Tiger,Boeung Ket,,,,,,,,03/05/2025 08:00
0bLcZ9io,03/05/2025,08:00,CAMBODIA,CAMBODIA: CPL - CHAMPIONSHIP GROUP,Visakha,Svay Rieng,,,,,,,,03/05/2025 08:00
CW1UdP66,03/05/2025,08:00,CAMBODIA,CAMBODIA: CPL - RELEGATION GROUP,Ministry of Interior FA,Dangkor,,,,,,,,03/05/2025 08:00
jFplfGsQ,03/05/2025,14:00,CANADA,CANADA: CANADIAN PREMIER LEAGUE,Atl. Ottawa,Pacific FC,1.85,3.45,4.15,1.98,1.78,1.83,1.87,03/05/2025 14:00
AaRKlf5m,03/05/2025,17:00,CANADA,CANADA: CANADIAN PREMIER LEAGUE,HFX Wanderers,Forge,2.4,3.25,2.9,1.93,1.82,1.72,2.02,03/05/2025 17:00
rDPSnYZa,03/05/2025,20:00,CANADA,CANADA: CANADIAN PREMIER LEAGUE,Valour,Vancouver FC,2.35,3.2,3.0,2.05,1.72,1.78,1.93,03/05/2025 20:00
6mIMpbPF,03/05/2025,14:00,CAPE VERDE,CAPE VERDE: CAMPEONATO NACIONAL,Academica Praia,Botafogo,,,,,,,,03/05/2025 14:00
UTRBO78D,03/05/2025,14:00,CAPE VERDE,CAPE VERDE: CAMPEONATO NACIONAL,Sanjoanenses,Scorpion Vermelho,,,,,,,,03/05/2025 14:00
r72HUdQ9,03/05/2025,13:30,CHILE,CHILE: LIGA DE PRIMERA,Everton,Palestino,2.4,3.25,2.8,1.93,1.93,1.67,2.1,03/05/2025 13:30
rZOlTqk5,03/05/2025,17:00,CHILE,CHILE: LIGA DE PRIMERA,U. De Chile,U. Catolica,1.55,4.0,5.5,1.8,2.0,1.83,1.83,03/05/2025 17:00
jX5PSzeM,03/05/2025,19:30,CHILE,CHILE: LIGA DE PRIMERA,Coquimbo,O'Higgins,2.0,3.4,3.7,2.1,1.7,1.91,1.8,03/05/2025 19:30
vTU47tDc,03/05/2025,13:30,CHILE,CHILE: SEGUNDA DIVISION,San Antonio Unido,Osorno,2.0,3.2,3.5,1.95,1.77,1.78,1.93,03/05/2025 13:30
x4OzXayo,03/05/2025,16:00,CHILE,CHILE: SEGUNDA DIVISION,D. Puerto Montt,Provincial Ovalle,,,,,,,,03/05/2025 16:00
Yk8wiLSG,03/05/2025,18:30,CHILE,CHILE: SEGUNDA DIVISION,Dep. Linares,Melipilla,2.44,3.25,2.6,2.3,1.55,2.03,1.7,03/05/2025 18:30
MarIrABF,03/05/2025,18:00,COLOMBIA,COLOMBIA: PRIMERA A - APERTURA,Llaneros,Bucaramanga,2.88,2.9,2.6,2.7,1.44,2.2,1.62,03/05/2025 18:00
nN3FOlKq,03/05/2025,20:10,COLOMBIA,COLOMBIA: PRIMERA A - APERTURA,Dep. Cali,Deportes Tolima,2.45,3.0,3.1,2.6,1.48,2.2,1.62,03/05/2025 20:10
lz0HQyjU,03/05/2025,22:20,COLOMBIA,COLOMBIA: PRIMERA A - APERTURA,Junior,America De Cali,1.73,3.5,5.0,2.25,1.62,2.1,1.67,03/05/2025 22:20
6TRbwaUO,03/05/2025,19:00,COSTA RICA,COSTA RICA: PRIMERA DIVISION - CLAUSURA,AD Santos,Zeledon,1.9,3.3,3.7,2.15,1.67,1.91,1.8,03/05/2025 19:00
WAeHetpg,03/05/2025,20:00,COSTA RICA,COSTA RICA: PRIMERA DIVISION - CLAUSURA,Liberia,Cartagines,2.7,3.3,2.4,1.95,1.85,1.73,2.0,03/05/2025 20:00
pEwjuLaC,03/05/2025,23:00,COSTA RICA,COSTA RICA: PRIMERA DIVISION - CLAUSURA,Herediano,Puntarenas FC,1.65,3.5,5.0,2.05,1.75,2.0,1.73,03/05/2025 23:00
0URvdDog,03/05/2025,11:00,CROATIA,CROATIA: HNL,Hajduk Split,D. Zagreb,3.4,3.2,2.2,2.08,1.73,1.83,1.83,03/05/2025 11:00
ljbMwWVO,03/05/2025,13:45,CROATIA,CROATIA: HNL,Lok. Zagreb,Istra 1961,2.63,3.1,2.7,2.05,1.75,1.8,1.91,03/05/2025 13:45
pt83pND7,03/05/2025,16:00,CUBA,CUBA: LIGA NACIONAL - APERTURA,Artemisa,FC La Habana,3.45,3.15,1.98,2.22,1.52,,,03/05/2025 16:00
n5EXK3kK,03/05/2025,16:00,CUBA,CUBA: LIGA NACIONAL - APERTURA,CF Granma,Holguin,,,,,,,,03/05/2025 16:00
2HvU0rbl,03/05/2025,16:00,CUBA,CUBA: LIGA NACIONAL - APERTURA,FC Camaguey,Las Tunas,,,,,,,,03/05/2025 16:00
bqYxaMS0,03/05/2025,16:00,CUBA,CUBA: LIGA NACIONAL - APERTURA,FC Ciego de Avila,FC Sancti Spiritus,,,,,,,,03/05/2025 16:00
69yoc0cD,03/05/2025,16:00,CUBA,CUBA: LIGA NACIONAL - APERTURA,FC Santiago de Cuba,FC Guantanamo,,,,,,,,03/05/2025 16:00
6ogb64zR,03/05/2025,16:00,CUBA,CUBA: LIGA NACIONAL - APERTURA,FC Villa Clara,FC Cienfuegos,,,,,,,,03/05/2025 16:00
Cn0k8Q5E,03/05/2025,16:00,CUBA,CUBA: LIGA NACIONAL - APERTURA,Matanzas,Mayabeque Guines,,,,,,,,03/05/2025 16:00
OQJfnqqe,03/05/2025,16:00,CUBA,CUBA: LIGA NACIONAL - APERTURA,Pinar del Rio,Juventud,2.1,2.92,3.45,,,,,03/05/2025 16:00
CfGUwl26,03/05/2025,11:00,CYPRUS,CYPRUS: CYPRUS LEAGUE - RELEGATION GROUP,Achnas,AEL Limassol,2.35,3.25,2.82,1.65,1.98,1.52,2.22,03/05/2025 11:00
OjcVskGt,03/05/2025,08:30,CZECH REPUBLIC,CZECH REPUBLIC: CHANCE LIGA - 7TH-10TH PLACES - SEMI-FINALS,Hradec Kralove,Karvina,1.9,3.5,3.5,1.83,1.98,1.75,2.0,03/05/2025 08:30
dOT35qE4,03/05/2025,08:30,CZECH REPUBLIC,CZECH REPUBLIC: CHANCE LIGA - RELEGATION GROUP,Dukla Prague,FK Pardubice,1.83,3.6,3.8,2.0,1.85,1.91,1.91,03/05/2025 08:30
hUJlZKX8,03/05/2025,11:00,CZECH REPUBLIC,CZECH REPUBLIC: CHANCE LIGA - CHAMPIONSHIP GROUP,Slavia Prague,Plzen,1.67,3.6,5.0,1.88,1.98,1.8,1.95,03/05/2025 11:00
SjS2BHu2,03/05/2025,14:00,CZECH REPUBLIC,CZECH REPUBLIC: CHANCE LIGA - CHAMPIONSHIP GROUP,Ostrava,Sigma Olomouc,1.53,3.9,4.75,1.6,2.3,1.67,2.1,03/05/2025 14:00
rJWkMwO7,03/05/2025,12:00,CZECH REPUBLIC,CZECH REPUBLIC: CHNL,Lisen,Taborsko,2.63,3.0,2.5,2.2,1.65,1.91,1.8,03/05/2025 12:00
Igv4Vs1L,03/05/2025,13:00,CZECH REPUBLIC,CZECH REPUBLIC: CHNL,Prostejov,Sparta Prague B,2.55,3.25,2.4,1.8,2.0,1.67,2.1,03/05/2025 13:00
86wLbp1T,03/05/2025,07:30,DENMARK,DENMARK: 1ST DIVISION - PROMOTION GROUP,Esbjerg,Horsens,2.9,4.0,2.1,1.53,2.4,1.5,2.5,03/05/2025 07:30
hvFigOOj,03/05/2025,07:30,DENMARK,DENMARK: 1ST DIVISION - PROMOTION GROUP,Hvidovre IF,Kolding IF,2.88,3.2,2.45,2.15,1.67,1.83,1.83,03/05/2025 07:30
0tzD06WG,03/05/2025,07:30,DENMARK,DENMARK: 1ST DIVISION - PROMOTION GROUP,Odense,Fredericia,1.73,3.8,4.33,1.7,2.1,1.67,2.1,03/05/2025 07:30
CdqooVw9,03/05/2025,08:00,DENMARK,DENMARK: ELITEDIVISIONEN WOMEN - RELEGATION,ASA Aarhus W,B93 W,,,,,,,,03/05/2025 08:00
Q33jPmHk,03/05/2025,09:00,DENMARK,DENMARK: ELITEDIVISIONEN WOMEN - RELEGATION,KoldingQ W,Osterbro W,,,,,,,,03/05/2025 09:00
IL2mnHN9,03/05/2025,08:00,DENMARK,DENMARK: ELITEDIVISIONEN WOMEN - CHAMPIONSHIP GROUP,Nordsjaelland W,Brondby W,,,,,,,,03/05/2025 08:00
zLiRvZFq,03/05/2025,10:00,DENMARK,DENMARK: ELITEDIVISIONEN WOMEN - CHAMPIONSHIP GROUP,Aarhus W,Odense Q W,,,,,,,,03/05/2025 10:00
40Pk0Rg2,03/05/2025,18:00,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC: COPA DE LA LDF - PLAY OFFS - SEMI-FINALS,Atletico Pantoja,Delfines Del Este,,,,,,,,03/05/2025 18:00
EixEJ39e,03/05/2025,09:00,DR CONGO,DR CONGO: LIGUE 1 - CHAMPIONSHIP GROUP,Aigles du Congo,Anges Verts,,,,,,,,03/05/2025 09:00
tQSnKotC,03/05/2025,16:00,ECUADOR,ECUADOR: LIGA PRO,LDU Quito,EL Nacional,1.48,4.1,7.0,1.83,1.98,2.0,1.73,03/05/2025 16:00
8CUvM7Ba,03/05/2025,18:30,ECUADOR,ECUADOR: LIGA PRO,Tecnico U.,U. Catolica,2.55,3.25,2.7,2.05,1.75,1.8,1.91,03/05/2025 18:30
2Xx7PtIi,03/05/2025,21:00,ECUADOR,ECUADOR: LIGA PRO,Mushuc Runa,Macara,2.0,3.25,3.8,2.1,1.7,1.83,1.83,03/05/2025 21:00
zkDvnFp1,03/05/2025,10:00,EGYPT,EGYPT: PREMIER LEAGUE - RELEGATION GROUP,Enppi,El Gouna,2.18,2.67,4.05,2.92,1.36,2.32,1.55,03/05/2025 10:00
GbLnpgFD,03/05/2025,14:00,EGYPT,EGYPT: PREMIER LEAGUE - RELEGATION GROUP,Modern Sport,Ghazl El Mahallah,2.22,2.7,3.85,2.92,1.36,2.32,1.53,03/05/2025 14:00
AaqAWQDT,03/05/2025,18:30,EL SALVADOR,EL SALVADOR: PRIMERA DIVISION - CLAUSURA,11 Deportivo,Alianza FC,4.2,3.8,1.67,,,,,03/05/2025 18:30
xAaQYGfc,03/05/2025,18:30,EL SALVADOR,EL SALVADOR: PRIMERA DIVISION - CLAUSURA,Cacahuatique,Luis Angel Firpo,2.95,3.4,2.15,,,,,03/05/2025 18:30
lpe1YnqH,03/05/2025,18:30,EL SALVADOR,EL SALVADOR: PRIMERA DIVISION - CLAUSURA,Metapan,Fuerte San Francisco,1.74,3.55,4.1,,,,,03/05/2025 18:30
KYUuR4yi,03/05/2025,18:30,EL SALVADOR,EL SALVADOR: PRIMERA DIVISION - CLAUSURA,Municipal Limeno,Aguila,3.15,3.25,2.15,2.07,1.6,1.87,1.75,03/05/2025 18:30
ANcYWfP9,03/05/2025,18:30,EL SALVADOR,EL SALVADOR: PRIMERA DIVISION - CLAUSURA,Platense Municipal,FAS,2.67,3.2,2.47,2.15,1.55,1.91,1.7,03/05/2025 18:30
xjy0CkNj,03/05/2025,08:30,ENGLAND,ENGLAND: CHAMPIONSHIP,Bristol City,Preston,1.8,3.5,4.5,2.0,1.8,1.83,1.83,03/05/2025 08:30
IoEnzgFc,03/05/2025,08:30,ENGLAND,ENGLAND: CHAMPIONSHIP,Burnley,Millwall,1.62,3.7,5.75,2.0,1.8,2.0,1.73,03/05/2025 08:30
42CfYWqA,03/05/2025,08:30,ENGLAND,ENGLAND: CHAMPIONSHIP,Coventry,Middlesbrough,2.1,3.8,3.1,1.62,2.3,1.53,2.38,03/05/2025 08:30
0U53WAEM,03/05/2025,08:30,ENGLAND,ENGLAND: CHAMPIONSHIP,Derby,Stoke,2.05,3.0,4.33,2.5,1.53,2.1,1.67,03/05/2025 08:30
08UcjQMh,03/05/2025,08:30,ENGLAND,ENGLAND: CHAMPIONSHIP,Norwich,Cardiff,1.62,4.33,4.75,1.57,2.38,1.62,2.2,03/05/2025 08:30
d0iZQlxp,03/05/2025,08:30,ENGLAND,ENGLAND: CHAMPIONSHIP,Plymouth,Leeds,9.5,6.25,1.25,1.5,2.63,1.91,1.8,03/05/2025 08:30
hSprPS6d,03/05/2025,08:30,ENGLAND,ENGLAND: CHAMPIONSHIP,Portsmouth,Hull,2.9,3.7,2.2,1.95,1.9,1.73,2.0,03/05/2025 08:30
4GiTnWb3,03/05/2025,08:30,ENGLAND,ENGLAND: CHAMPIONSHIP,Sheffield Utd,Blackburn,2.25,3.5,3.1,2.03,1.83,1.8,1.91,03/05/2025 08:30
QVuxoATF,03/05/2025,08:30,ENGLAND,ENGLAND: CHAMPIONSHIP,Sunderland,QPR,1.57,4.1,5.25,1.95,1.9,1.91,1.8,03/05/2025 08:30
dzO6l4i5,03/05/2025,08:30,ENGLAND,ENGLAND: CHAMPIONSHIP,Swansea,Oxford Utd,1.67,4.0,4.5,1.95,1.9,1.91,1.8,03/05/2025 08:30
YeqpqlbS,03/05/2025,08:30,ENGLAND,ENGLAND: CHAMPIONSHIP,Watford,Sheffield Wed,2.75,3.5,2.4,1.67,2.2,1.53,2.38,03/05/2025 08:30
htQGwSLk,03/05/2025,08:30,ENGLAND,ENGLAND: CHAMPIONSHIP,West Brom,Luton,3.0,3.4,2.3,2.05,1.8,1.8,1.91,03/05/2025 08:30
OKYr7htR,03/05/2025,11:00,ENGLAND,ENGLAND: LEAGUE ONE,Blackpool,Bristol Rovers,1.62,4.0,5.0,1.7,2.1,1.75,2.0,03/05/2025 11:00
f3PE1W3l,03/05/2025,11:00,ENGLAND,ENGLAND: LEAGUE ONE,Bolton,Stevenage,2.05,3.4,3.5,2.0,1.85,1.8,1.95,03/05/2025 11:00
jVINaAY0,03/05/2025,11:00,ENGLAND,ENGLAND: LEAGUE ONE,Cambridge Utd,Birmingham,6.25,4.5,1.48,1.73,2.08,1.95,1.8,03/05/2025 11:00
OrHVcl3D,03/05/2025,11:00,ENGLAND,ENGLAND: LEAGUE ONE,Charlton,Burton,1.57,4.0,5.5,1.93,1.93,1.95,1.8,03/05/2025 11:00
2RLALieK,03/05/2025,11:00,ENGLAND,ENGLAND: LEAGUE ONE,Huddersfield,Leyton Orient,4.1,3.9,1.8,1.7,2.1,1.67,2.1,03/05/2025 11:00
hdUFQwwH,03/05/2025,11:00,ENGLAND,ENGLAND: LEAGUE ONE,Lincoln,Wrexham,2.8,3.3,2.5,1.98,1.88,1.75,2.0,03/05/2025 11:00
Y9CtGVIs,03/05/2025,11:00,ENGLAND,ENGLAND: LEAGUE ONE,Mansfield,Exeter,1.9,3.6,3.8,1.75,2.05,1.7,2.05,03/05/2025 11:00
fP0kE9mf,03/05/2025,11:00,ENGLAND,ENGLAND: LEAGUE ONE,Northampton,Wigan,2.55,3.25,2.75,2.3,1.6,1.95,1.8,03/05/2025 11:00
2k4cCmI6,03/05/2025,11:00,ENGLAND,ENGLAND: LEAGUE ONE,Reading,Barnsley,1.7,3.8,4.5,1.53,2.4,1.53,2.38,03/05/2025 11:00
raC5ARnJ,03/05/2025,11:00,ENGLAND,ENGLAND: LEAGUE ONE,Rotherham,Peterborough,2.15,3.6,3.1,1.57,2.35,1.5,2.5,03/05/2025 11:00
YRNGHrfn,03/05/2025,11:00,ENGLAND,ENGLAND: LEAGUE ONE,Shrewsbury,Crawley,2.88,3.5,2.35,1.67,2.15,1.57,2.25,03/05/2025 11:00
UgHPFMOb,03/05/2025,11:00,ENGLAND,ENGLAND: LEAGUE ONE,Wycombe,Stockport County,2.2,3.2,3.3,2.25,1.62,1.95,1.8,03/05/2025 11:00
GKnBhXFk,03/05/2025,11:00,ENGLAND,ENGLAND: LEAGUE TWO,Accrington,Chesterfield,4.75,3.8,1.7,2.0,1.85,1.83,1.83,03/05/2025 11:00
xzyKjBp2,03/05/2025,11:00,ENGLAND,ENGLAND: LEAGUE TWO,Bradford City,Fleetwood,1.45,4.0,7.5,1.93,1.93,2.0,1.73,03/05/2025 11:00
4tT5EEx9,03/05/2025,11:00,ENGLAND,ENGLAND: LEAGUE TWO,Bromley,Cheltenham,1.85,3.75,3.9,1.62,2.25,1.57,2.25,03/05/2025 11:00
08MECh7L,03/05/2025,11:00,ENGLAND,ENGLAND: LEAGUE TWO,Carlisle,Salford,5.0,4.0,1.62,1.73,2.08,1.73,2.0,03/05/2025 11:00
dv8p7WUr,03/05/2025,11:00,ENGLAND,ENGLAND: LEAGUE TWO,Colchester,Barrow,1.8,3.4,4.75,2.35,1.57,2.2,1.62,03/05/2025 11:00
GtOo5Aae,03/05/2025,11:00,ENGLAND,ENGLAND: LEAGUE TWO,Crewe,Walsall,4.33,3.5,1.8,2.03,1.83,1.83,1.83,03/05/2025 11:00
O6Rg3lU7,03/05/2025,11:00,ENGLAND,ENGLAND: LEAGUE TWO,Grimsby,AFC Wimbledon,2.7,3.2,2.63,2.2,1.65,1.83,1.83,03/05/2025 11:00
424tRiME,03/05/2025,11:00,ENGLAND,ENGLAND: LEAGUE TWO,Morecambe,Harrogate,2.55,3.6,2.55,1.85,2.0,1.67,2.1,03/05/2025 11:00
YiRqqoac,03/05/2025,11:00,ENGLAND,ENGLAND: LEAGUE TWO,Newport,Tranmere,5.0,3.7,1.7,1.95,1.9,1.83,1.83,03/05/2025 11:00
CS7lPVjR,03/05/2025,11:00,ENGLAND,ENGLAND: LEAGUE TWO,Notts Co,Doncaster,2.3,3.4,2.9,1.67,2.15,1.57,2.25,03/05/2025 11:00
UqlLJ9El,03/05/2025,11:00,ENGLAND,ENGLAND: LEAGUE TWO,Port Vale,Gillingham,1.65,3.5,6.0,2.0,1.85,1.91,1.8,03/05/2025 11:00
2cnTHmq1,03/05/2025,11:00,ENGLAND,ENGLAND: LEAGUE TWO,Swindon,MK Dons,1.75,3.9,4.2,1.57,2.35,1.57,2.25,03/05/2025 11:00
MDZ4gcjC,03/05/2025,08:30,ESTONIA,ESTONIA: MEISTRILIIGA,Tallinna Kalev,Harju JK Laagri,3.0,3.5,2.02,1.65,2.0,1.56,2.29,03/05/2025 08:30
fRXCiyLO,03/05/2025,11:00,ESTONIA,ESTONIA: MEISTRILIIGA,Narva,Tammeka,1.51,4.1,5.2,1.65,2.12,1.75,1.96,03/05/2025 11:00
K4XYfLrp,03/05/2025,09:00,ETHIOPIA,ETHIOPIA: PREMIER LEAGUE,Arba Menche,Ethiopian Insurance,,,,,,,,03/05/2025 09:00
tKLsgaDd,03/05/2025,12:00,ETHIOPIA,ETHIOPIA: PREMIER LEAGUE,Hawassa,Sidama Bunna,,,,,,,,03/05/2025 12:00
KUvN3DNc,03/05/2025,12:30,FAROE ISLANDS,FAROE ISLANDS: PREMIER LEAGUE,B36 Torshavn,Streymur,,,,,,,,03/05/2025 12:30
Yw64oW7T,03/05/2025,13:00,FAROE ISLANDS,FAROE ISLANDS: PREMIER LEAGUE,Toftir,07 Vestur Sorvagur,,,,,,,,03/05/2025 13:00
hOnytAVj,03/05/2025,15:30,FAROE ISLANDS,FAROE ISLANDS: PREMIER LEAGUE,HB Torshavn,NSI Runavik,,,,,,,,03/05/2025 15:30
Q1SnjQuJ,03/05/2025,00:00,FIJI,FIJI: PREMIER LEAGUE,Labasa,Suva,,,,,,,,03/05/2025 00:00
l4qjxPuQ,03/05/2025,09:00,FINLAND,FINLAND: VEIKKAUSLIIGA,Gnistan,Mariehamn,1.6,3.9,5.25,1.73,2.08,1.8,1.95,03/05/2025 09:00
YyLMW23m,03/05/2025,11:00,FINLAND,FINLAND: VEIKKAUSLIIGA,Inter Turku,HJK,2.2,3.4,3.0,1.83,2.03,1.67,2.1,03/05/2025 11:00
ELc0hxZF,03/05/2025,10:00,FINLAND,FINLAND: YKKOSLIIGA,Lahti,SalPa,1.34,4.6,7.9,1.55,2.15,1.83,1.78,03/05/2025 10:00
h69ifb43,03/05/2025,10:00,FINLAND,FINLAND: YKKOSLIIGA,SJK Akatemia,Klubi 04,2.18,3.8,2.7,1.39,2.55,1.37,2.65,03/05/2025 10:00
lvWxE4iJ,03/05/2025,07:00,FINLAND,FINLAND: YKKONEN,Inter Turku 2,Rovaniemi,,,,,,,,03/05/2025 07:00
4nEPy8qQ,03/05/2025,08:00,FINLAND,FINLAND: YKKONEN,OLS Oulu,EPS,,,,,,,,03/05/2025 08:00
0IaeWo7m,03/05/2025,10:00,FINLAND,FINLAND: YKKONEN,KPV Kokkola,KuPS Akatemia,,,,,,,,03/05/2025 10:00
dpg4UPy0,03/05/2025,10:00,FINLAND,FINLAND: YKKONEN,Mikkeli,Jazz Pori,,,,,,,,03/05/2025 10:00
rPqk7Cj2,03/05/2025,10:00,FINLAND,FINLAND: KANSALLINEN LIIGA WOMEN,KuPS W,PK-35 Vantaa W,,,,,,,,03/05/2025 10:00
AcWs9YLk,03/05/2025,10:00,FINLAND,FINLAND: KANSALLINEN LIIGA WOMEN,VIFK W,HPS W,,,,,,,,03/05/2025 10:00
bXRyVFr9,03/05/2025,12:00,FINLAND,FINLAND: KANSALLINEN LIIGA WOMEN,Aland Utd W,HJK W,,,,,,,,03/05/2025 12:00
vFeuvrKc,03/05/2025,10:00,FRANCE,FRANCE: COUPE DE FRANCE WOMEN - FINAL,Paris FC W,PSG W,,,,,,,,03/05/2025 10:00
6BlxKJ2l,03/05/2025,09:00,GEORGIA,GEORGIA: CRYSTALBET EROVNULI LIGA,Dinamo Tbilisi,Kolkheti 1913,,,,,,,,03/05/2025 09:00
KEWA3bI7,03/05/2025,12:00,GEORGIA,GEORGIA: CRYSTALBET EROVNULI LIGA,FC Gareji Sagarejo,Samgurali,,,,,,,,03/05/2025 12:00
0A9cR1AE,03/05/2025,13:00,GEORGIA,GEORGIA: CRYSTALBET EROVNULI LIGA,Telavi,Torpedo Kutaisi,,,,,,,,03/05/2025 13:00
nR75PuuR,03/05/2025,14:00,GEORGIA,GEORGIA: CRYSTALBET EROVNULI LIGA,Gagra,Dinamo Batumi,,,,,,,,03/05/2025 14:00
nXjbt3ae,03/05/2025,08:00,GERMANY,GERMANY: 2. BUNDESLIGA,Braunschweig,Dusseldorf,2.75,3.4,2.45,1.67,2.15,1.53,2.38,03/05/2025 08:00
6FArnYVG,03/05/2025,08:00,GERMANY,GERMANY: 2. BUNDESLIGA,Darmstadt,Hamburger SV,2.88,3.6,2.25,1.44,2.7,1.4,2.75,03/05/2025 08:00
fcf6vsU7,03/05/2025,08:00,GERMANY,GERMANY: 2. BUNDESLIGA,Ulm,Hannover,2.7,3.4,2.45,1.98,1.88,1.73,2.0,03/05/2025 08:00
02urlf14,03/05/2025,15:30,GERMANY,GERMANY: 2. BUNDESLIGA,FC Koln,Regensburg,1.3,5.75,8.5,1.48,2.6,1.83,1.83,03/05/2025 15:30
UwiTUoh5,03/05/2025,09:00,GERMANY,GERMANY: 3. LIGA,Munich 1860,RW Essen,2.3,3.3,2.8,1.7,2.1,1.57,2.25,03/05/2025 09:00
